11,"[31, 75, 60, 40, 0, 67, 21, 74, 76, 5, 56, 16, 63, 8, 19, 7, 70, 66, 34, 29, 71, 3, 77, 27, 26, 62, 79, 58, 52, 48, 11, 18, 15, 37, 51, 39, 25, 42, 78, 33]","[77, 61, 57, 72, 65, 52, 75, 9, 62, 25, 13, 49, 60, 46, 59, 32, 48, 16, 50, 14, 58, 26, 51, 70, 47, 29, 3, 76, 41, 23, 1, 34, 55, 28, 10, 45, 0, 71, 44, 66]","[0, 3, 16, 25, 26, 29, 34, 48, 51, 52, 58, 60, 62, 66, 70, 71, 75, 76, 77]"
12,"[16, 22, 59, 33, 12, 46, 23, 73, 28, 42, 49, 60, 52, 35, 17, 1, 2, 29, 5, 26, 68, 47, 18, 69, 27, 66, 37, 44, 31, 48, 72, 50, 79, 15, 74, 4, 32, 55, 41, 34]","[59, 37, 2, 3, 47, 48, 35, 40, 13, 56, 32, 65, 49, 21, 46, 11, 42, 39, 31, 16, 27, 61, 15, 19, 29, 63, 74, 57, 18, 34, 25, 7, 78, 70, 68, 45, 28, 1, 43, 54]","[1, 2, 15, 16, 18, 27, 28, 29, 31, 32, 34, 35, 37, 42, 46, 47, 48, 49, 59, 68, 74]"
13,"[69, 38, 62, 2, 3, 43, 18, 78, 41, 46, 56, 16, 55, 22, 76, 0, 39, 53, 6, 36, 63, 13, 31, 27, 70, 60, 65, 5, 25, 52, 64, 30, 35, 47, 72, 73, 15, 75, 14, 77]","[58, 38, 60, 65, 76, 23, 0, 24, 32, 44, 21, 77, 70, 33, 5, 42, 25, 26, 50, 69, 4, 40, 47, 8, 1, 2, 3, 22, 14, 56, 66, 62, 41, 72, 13, 45, 55, 52, 11, 54]","[0, 2, 3, 5, 13, 14, 22, 25, 38, 41, 47, 52, 55, 56, 60, 62, 65, 69, 70, 72, 76, 77]"
14,"[31, 71, 7, 72, 63, 26, 3, 75, 62, 22, 67, 2, 65, 15, 19, 6, 34, 39, 50, 61, 47, 54, 17, 46, 18, 49, 41, 9, 29, 59, 66, 58, 4, 74, 73, 28, 8, 36, 1, 52]","[16, 3, 62, 58, 19, 76, 66, 1, 13, 52, 72, 54, 53, 23, 68, 40, 44, 18, 45, 77, 78, 56, 25, 38, 6, 61, 0, 51, 41, 59, 29, 8, 15, 50, 21, 26, 30, 75, 69, 37]","[1, 3, 6, 8, 15, 18, 19, 26, 29, 41, 50, 52, 54, 58, 59, 61, 62, 66, 72, 75]"
15,"[67, 56, 32, 18, 44, 20, 61, 52, 74, 45, 75, 66, 33, 8, 59, 79, 4, 50, 19, 31, 77, 43, 49, 68, 2, 60, 38, 29, 58, 72, 26, 24, 30, 63, 57, 76, 70, 25, 55, 42]","[67, 62, 25, 14, 39, 35, 41, 71, 48, 58, 19, 13, 68, 70, 16, 38, 66, 4, 47, 24, 54, 57, 30, 36, 60, 9, 31, 2, 63, 72, 5, 18, 1, 79, 15, 75, 3, 42, 74, 45]","[2, 4, 18, 19, 24, 25, 30, 31, 38, 42, 45, 57, 58, 60, 63, 66, 67, 68, 70, 72, 74, 75, 79]"
16,"[25, 73, 32, 11, 51, 10, 26, 69, 44, 19, 55, 17, 38, 34, 21, 15, 58, 23, 47, 54, 52, 36, 16, 79, 74, 9, 40, 30, 75, 12, 5, 7, 24, 48, 43, 67, 56, 1, 42, 20]","[0, 24, 7, 31, 10, 48, 15, 75, 44, 42, 3, 29, 21, 57, 56, 22, 37, 6, 49, 52, 69, 9, 63, 33, 8, 72, 23, 26, 20, 59, 55, 14, 41, 32, 67, 4, 36, 28, 13, 64]","[7, 9, 10, 15, 20, 21, 23, 24, 26, 32, 36, 42, 44, 48, 52, 55, 56, 67, 69, 75]"
17,"[19, 37, 27, 34, 74, 78, 3, 26, 20, 63, 56, 23, 41, 38, 31, 12, 17, 6, 70, 60, 7, 9, 69, 72, 13, 39, 53, 57, 51, 29, 32, 67, 66, 30, 36, 40, 11, 18, 28, 55]","[66, 73, 17, 18, 20, 29, 56, 57, 69, 10, 53, 51, 67, 7, 21, 31, 79, 30, 77, 15, 47, 2, 64, 28, 61, 71, 52, 59, 32, 35, 14, 22, 74, 13, 27, 60, 72, 42, 24, 48]","[7, 13, 17, 18, 20, 27, 28, 29, 30, 31, 32, 51, 53, 56, 57, 60, 66, 67, 69, 72, 74]"
18,"[63, 16, 71, 40, 45, 54, 32, 60, 24, 22, 76, 57, 78, 28, 4, 38, 13, 7, 39, 42, 23, 69, 58, 6, 46, 59, 21, 64, 5, 35, 36, 73, 11, 9, 66, 27, 0, 49, 30, 25]","[63, 68, 49, 3, 35, 71, 20, 55, 60, 67, 77, 44, 17, 27, 52, 42, 4, 61, 75, 43, 54, 15, 13, 7, 62, 37, 70, 69, 21, 48, 38, 39, 10, 29, 57, 50, 23, 8, 18, 16]","[4, 7, 13, 16, 21, 23, 27, 35, 38, 39, 42, 49, 54, 57, 60, 63, 69, 71]"
19,"[10, 67, 52, 9, 75, 18, 49, 20, 31, 11, 66, 25, 23, 33, 54, 14, 78, 15, 0, 63, 30, 43, 39, 7, 34, 45, 47, 48, 13, 55, 24, 41, 58, 64, 79, 4, 56, 77, 51, 35]","[24, 79, 35, 29, 48, 15, 39, 19, 42, 1, 52, 45, 6, 72, 28, 18, 36, 22, 66, 56, 17, 21, 64, 12, 20, 40, 53, 4, 58, 8, 32, 59, 69, 41, 65, 71, 73, 67, 62, 75]","[4, 15, 18, 20, 24, 35, 39, 41, 45, 48, 52, 56, 58, 64, 66, 67, 75, 79]"
20,"[59, 10, 44, 70, 55, 78, 39, 15, 18, 42, 4, 17, 67, 2, 25, 63, 9, 28, 75, 65, 26, 6, 30, 51, 46, 24, 27, 69, 49, 14, 11, 48, 57, 29, 1, 73, 64, 7, 61, 41]","[31, 54, 76, 75, 21, 33, 47, 78, 42, 26, 46, 43, 3, 34, 8, 0, 16, 36, 11, 63, 2, 5, 73, 68, 27, 56, 61, 35, 45, 38, 7, 72, 32, 69, 19, 25, 10, 48, 4, 23]","[2, 4, 7, 10, 11, 25, 26, 27, 42, 46, 48, 61, 63, 69, 73, 75, 78]"
21,"[48, 49, 39, 3, 50, 30, 6, 41, 12, 17, 77, 63, 34, 57, 32, 42, 28, 71, 69, 75, 78, 45, 25, 79, 38, 65, 0, 40, 31, 64, 60, 66, 7, 20, 15, 4, 9, 55, 24, 36]","[69, 62, 31, 32, 8, 7, 15, 14, 33, 37, 78, 0, 63, 40, 13, 66, 46, 27, 55, 76, 56, 49, 1, 68, 75, 2, 18, 54, 10, 52, 72, 45, 58, 34, 36, 60, 67, 71, 70, 11]","[0, 7, 15, 31, 32, 34, 36, 40, 45, 49, 55, 60, 63, 66, 69, 71, 75, 78]"
22,"[25, 34, 55, 22, 33, 52, 6, 44, 40, 23, 68, 26, 79, 64, 56, 66, 65, 51, 57, 9, 78, 31, 5, 35, 45, 17, 12, 4, 27, 20, 59, 36, 54, 16, 32, 28, 8, 75, 18, 50]","[24, 1, 38, 0, 62, 19, 30, 50, 14, 66, 45, 64, 8, 12, 43, 70, 33, 79, 39, 53, 15, 32, 47, 49, 61, 67, 5, 2, 22, 48, 10, 63, 35, 21, 16, 54, 76, 71, 25, 31]","[5, 8, 12, 16, 22, 25, 31, 32, 33, 35, 45, 50, 54, 64, 66, 79]"
23,"[79, 20, 39, 63, 62, 9, 44, 52, 76, 64, 13, 47, 3, 58, 69, 23, 59, 41, 53, 21, 16, 71, 33, 37, 35, 45, 55, 19, 61, 46, 75, 27, 70, 30, 10, 43, 5, 25, 36, 50]","[38, 24, 55, 72, 62, 63, 43, 68, 75, 36, 48, 18, 29, 3, 52, 4, 59, 67, 5, 14, 77, 10, 8, 12, 31, 28, 47, 26, 32, 41, 45, 58, 0, 37, 20, 33, 61, 46, 2, 7]","[3, 5, 10, 20, 33, 36, 37, 41, 43, 45, 46, 47, 52, 55, 58, 59, 61, 62, 63, 75]"
24,"[75, 64, 56, 20, 70, 73, 24, 39, 35, 47, 61, 30, 3, 28, 51, 45, 60, 9, 25, 44, 63, 52, 12, 1, 2, 21, 71, 66, 27, 37, 42, 15, 59, 43, 38, 49, 18, 72, 69, 0]","[58, 4, 21, 19, 17, 24, 14, 52, 1, 72, 61, 57, 64, 36, 60, 39, 78, 69, 66, 12, 45, 76, 62, 9, 59, 13, 38, 35, 33, 27, 6, 34, 26, 3, 74, 15, 37, 10, 50, 67]","[1, 3, 9, 12, 15, 21, 24, 27, 35, 37, 38, 39, 45, 52, 59, 60, 61, 64, 66, 69, 72]"
25,"[57, 20, 76, 35, 29, 4, 37, 9, 63, 12, 64, 73, 15, 30, 67, 16, 78, 71, 13, 27, 21, 56, 70, 62, 55, 36, 3, 75, 66, 11, 44, 38, 68, 48, 47, 1, 79, 72, 26, 31]","[20, 46, 78, 39, 61, 45, 40, 60, 32, 58, 11, 14, 57, 47, 35, 5, 70, 44, 43, 42, 8, 30, 75, 49, 36, 71, 66, 33, 13, 73, 37, 34, 2, 51, 12, 68, 9, 50, 38, 69]","[9, 11, 12, 13, 20, 30, 35, 36, 37, 38, 44, 47, 57, 66, 68, 70, 71, 73, 75, 78]"
26,"[25, 54, 77, 1, 75, 39, 56, 7, 48, 69, 67, 8, 13, 79, 32, 6, 49, 37, 40, 33, 66, 14, 4, 55, 61, 44, 38, 24, 43, 65, 17, 19, 36, 31, 47, 57, 11, 0, 28, 9]","[76, 39, 13, 47, 75, 18, 45, 11, 37, 43, 66, 44, 57, 4, 74, 35, 32, 51, 19, 72, 3, 25, 1, 69, 67, 2, 12, 23, 38, 48, 33, 46, 6, 7, 36, 15, 16, 61, 28, 79]","[1, 4, 6, 7, 11, 13, 19, 25, 28, 32, 33, 36, 37, 38, 39, 43, 44, 47, 48, 57, 61, 66, 67, 69, 75, 79]"
27,"[60, 39, 75, 28, 14, 27, 58, 47, 36, 29, 49, 19, 54, 56, 8, 18, 10, 68, 71, 55, 35, 45, 21, 17, 48, 61, 37, 64, 41, 78, 44, 11, 4, 7, 69, 76, 22, 5, 62, 6]","[10, 29, 3, 78, 7, 22, 8, 40, 2, 63, 21, 66, 20, 51, 62, 38, 72, 59, 50, 27, 75, 14, 71, 28, 26, 79, 61, 41, 58, 55, 44, 23, 31, 54, 0, 16, 35, 69, 48, 13]","[7, 8, 10, 14, 21, 22, 27, 28, 29, 35, 41, 44, 48, 54, 55, 58, 61, 62, 69, 71, 75, 78]"
28,"[59, 0, 47, 30, 38, 75, 64, 16, 41, 65, 55, 36, 1, 40, 62, 58, 54, 32, 73, 39, 46, 28, 79, 48, 37, 4, 10, 52, 77, 14, 71, 44, 60, 35, 18, 5, 76, 45, 42, 31]","[77, 23, 70, 42, 31, 34, 50, 16, 64, 35, 18, 25, 17, 2, 9, 44, 14, 10, 21, 69, 78, 56, 39, 20, 7, 60, 68, 62, 26, 12, 40, 54, 1, 41, 58, 57, 6, 79, 15, 63]","[1, 10, 14, 16, 18, 31, 35, 39, 40, 41, 42, 44, 54, 58, 60, 62, 64, 77, 79]"
29,"[3, 27, 2, 53, 12, 76, 78, 36, 58, 11, 47, 65, 39, 37, 59, 18, 57, 16, 17, 40, 19, 74, 0, 25, 21, 60, 31, 45, 26, 4, 62, 13, 24, 35, 54, 44, 10, 9, 41, 67]","[73, 32, 57, 30, 43, 17, 67, 65, 5, 38, 34, 63, 27, 37, 71, 16, 6, 0, 14, 21, 9, 28, 70, 4, 78, 1, 18, 79, 24, 40, 10, 31, 68, 8, 22, 50, 69, 26, 72, 74]","[0, 4, 9, 10, 16, 17, 18, 21, 24, 26, 27, 31, 37, 40, 57, 65, 67, 74, 78]"
30,"[20, 56, 9, 6, 53, 70, 37, 24, 63, 23, 22, 35, 46, 19, 4, 26, 72, 78, 50, 11, 25, 67, 77, 79, 54, 47, 29, 48, 15, 0, 68, 38, 65, 34, 16, 36, 43, 21, 59, 60]","[62, 66, 74, 15, 59, 8, 57, 40, 72, 10, 25, 58, 76, 5, 26, 44, 30, 56, 55, 54, 64, 32, 42, 29, 38, 69, 37, 51, 27, 19, 4, 21, 14, 24, 35, 16, 47, 45, 33, 63]","[4, 15, 16, 19, 21, 24, 25, 26, 29, 35, 37, 38, 47, 54, 56, 59, 63, 72]"
31,"[73, 5, 49, 56, 20, 46, 24, 34, 45, 53, 64, 62, 19, 50, 18, 11, 71, 76, 3, 57, 51, 72, 36, 78, 37, 44, 43, 26, 0, 30, 54, 74, 63, 55, 23, 32, 77, 47, 12, 28]","[33, 41, 54, 72, 39, 56, 23, 55, 1, 27, 38, 58, 68, 53, 73, 67, 40, 20, 35, 60, 47, 29, 37, 28, 51, 22, 3, 10, 65, 48, 26, 6, 19, 31, 21, 11, 46, 2, 4, 69]","[3, 11, 19, 20, 23, 26, 28, 37, 46, 47, 51, 53, 54, 55, 56, 72, 73]"
32,"[60, 73, 38, 17, 18, 67, 19, 63, 61, 49, 24, 74, 69, 5, 11, 33, 46, 4, 25, 62, 29, 54, 58, 72, 31, 77, 16, 50, 20, 45, 44, 43, 12, 56, 41, 36, 64, 39, 35, 32]","[6, 66, 67, 48, 59, 36, 65, 16, 54, 55, 57, 17, 56, 34, 0, 73, 5, 1, 20, 76, 75, 32, 2, 4, 15, 74, 11, 51, 25, 41, 60, 71, 53, 3, 40, 37, 50, 14, 24, 39]","[4, 5, 11, 16, 17, 20, 24, 25, 32, 36, 39, 41, 50, 54, 56, 60, 67, 73, 74]"
33,"[43, 79, 71, 45, 30, 44, 15, 70, 59, 21, 20, 12, 27, 62, 41, 73, 72, 34, 61, 58, 74, 39, 18, 48, 38, 19, 55, 22, 68, 77, 53, 14, 33, 1, 66, 32, 60, 69, 16, 37]","[55, 66, 41, 42, 28, 12, 48, 35, 45, 6, 56, 79, 38, 18, 32, 63, 68, 14, 73, 27, 3, 69, 19, 9, 33, 16, 60, 61, 78, 40, 62, 7, 70, 57, 2, 64, 51, 65, 21, 25]","[12, 14, 16, 18, 19, 21, 27, 32, 33, 38, 41, 45, 48, 55, 60, 61, 62, 66, 68, 69, 70, 73, 79]"
34,"[44, 64, 26, 18, 74, 55, 72, 11, 70, 33, 60, 17, 16, 78, 24, 68, 61, 21, 76, 32, 43, 66, 27, 23, 38, 65, 79, 19, 51, 3, 49, 50, 15, 57, 77, 41, 39, 22, 40, 0]","[16, 36, 1, 62, 45, 13, 44, 52, 71, 54, 9, 75, 58, 19, 55, 3, 78, 49, 40, 23, 60, 77, 21, 26, 35, 0, 39, 20, 65, 25, 57, 67, 37, 59, 43, 24, 63, 8, 29, 34]","[0, 3, 16, 19, 21, 23, 24, 26, 39, 40, 43, 44, 49, 55, 57, 60, 65, 77, 78]"
35,"[24, 28, 30, 10, 70, 35, 34, 69, 72, 9, 54, 51, 66, 25, 57, 56, 49, 44, 8, 23, 60, 78, 46, 63, 36, 40, 50, 26, 27, 45, 71, 65, 22, 33, 41, 2, 14, 61, 31, 11]","[39, 18, 69, 29, 42, 71, 4, 55, 13, 23, 7, 36, 35, 8, 0, 58, 34, 16, 25, 21, 22, 37, 54, 75, 60, 66, 46, 17, 47, 68, 28, 30, 26, 12, 51, 41, 63, 49, 43, 24]","[8, 22, 23, 24, 25, 26, 28, 30, 34, 35, 36, 41, 46, 49, 51, 54, 60, 63, 66, 69, 71]"
36,"[35, 79, 31, 6, 41, 29, 25, 22, 76, 63, 56, 30, 52, 23, 18, 10, 38, 60, 74, 71, 24, 57, 1, 73, 77, 42, 64, 65, 53, 59, 14, 13, 3, 28, 15, 45, 0, 33, 69, 5]","[20, 11, 40, 22, 49, 37, 7, 46, 53, 78, 63, 47, 21, 23, 5, 48, 12, 41, 44, 18, 75, 50, 77, 52, 72, 57, 32, 25, 1, 34, 6, 24, 69, 74, 70, 64, 16, 13, 10, 31]","[1, 5, 6, 10, 13, 18, 22, 23, 24, 25, 31, 41, 52, 53, 57, 63, 64, 69, 74, 77]"
37,"[3, 5, 37, 7, 55, 76, 40, 71, 27, 46, 1, 32, 48, 33, 35, 51, 28, 45, 29, 19, 17, 61, 79, 12, 39, 23, 58, 14, 30, 44, 56, 70, 18, 72, 0, 52, 60, 74, 31, 63]","[19, 56, 4, 78, 70, 38, 69, 17, 59, 41, 8, 18, 37, 35, 58, 63, 28, 42, 60, 1, 39, 31, 62, 21, 0, 47, 67, 43, 44, 73, 65, 34, 55, 6, 27, 2, 45, 75, 20, 40]","[0, 1, 17, 18, 19, 27, 28, 31, 35, 37, 39, 40, 44, 45, 55, 56, 58, 60, 63, 70]"
38,"[43, 39, 75, 23, 28, 18, 4, 58, 61, 53, 76, 22, 74, 64, 60, 38, 32, 7, 52, 45, 69, 33, 51, 46, 48, 34, 29, 54, 49, 79, 12, 20, 1, 30, 26, 57, 3, 40, 6, 44]","[9, 20, 31, 50, 17, 0, 51, 77, 2, 28, 36, 60, 71, 40, 26, 23, 59, 49, 19, 21, 75, 38, 57, 73, 33, 55, 22, 7, 18, 15, 64, 45, 4, 16, 54, 14, 78, 25, 76, 52]","[4, 7, 18, 20, 22, 23, 26, 28, 33, 38, 40, 45, 49, 51, 52, 54, 57, 60, 64, 75, 76]"
39,"[41, 24, 15, 50, 16, 3, 6, 58, 19, 29, 45, 18, 30, 7, 46, 20, 63, 10, 70, 52, 56, 14, 68, 57, 5, 9, 76, 42, 27, 43, 51, 49, 36, 44, 65, 79, 60, 71, 1, 22]","[51, 53, 27, 66, 15, 37, 70, 65, 3, 45, 39, 20, 56, 13, 57, 9, 62, 18, 2, 4, 28, 32, 8, 68, 7, 17, 72, 71, 11, 38, 50, 69, 79, 64, 12, 6, 47, 25, 58, 44]","[3, 6, 7, 9, 15, 18, 20, 27, 44, 45, 50, 51, 56, 57, 58, 65, 68, 70, 71, 79]"
40,"[44, 60, 15, 42, 56, 41, 73, 47, 77, 59, 36, 66, 64, 3, 45, 37, 79, 63, 8, 17, 4, 48, 78, 67, 49, 30, 19, 23, 61, 75, 24, 21, 76, 16, 57, 46, 38, 26, 70, 62]","[12, 5, 74, 65, 2, 42, 54, 27, 67, 77, 37, 21, 30, 32, 1, 52, 10, 9, 26, 57, 23, 66, 49, 71, 14, 39, 40, 7, 60, 76, 59, 64, 36, 11, 22, 44, 78, 16, 13, 62]","[16, 21, 23, 26, 30, 36, 37, 42, 44, 49, 57, 59, 60, 62, 64, 66, 67, 76, 77, 78]"
41,"[68, 75, 46, 56, 50, 23, 61, 79, 40, 69, 66, 31, 5, 54, 34, 42, 38, 3, 2, 62, 17, 59, 72, 57, 77, 4, 32, 37, 35, 55, 76, 30, 28, 47, 41, 11, 78, 14, 63, 6]","[10, 71, 39, 65, 8, 79, 60, 27, 59, 21, 31, 26, 78, 48, 40, 3, 6, 69, 57, 4, 47, 19, 50, 9, 0, 23, 22, 15, 38, 36, 66, 52, 25, 46, 53, 51, 1, 64, 16, 5]","[3, 4, 5, 6, 23, 31, 38, 40, 46, 47, 50, 57, 59, 66, 69, 78, 79]"
42,"[67, 37, 33, 46, 31, 26, 63, 61, 72, 27, 11, 53, 34, 25, 75, 0, 32, 24, 77, 29, 40, 35, 30, 51, 21, 59, 38, 50, 14, 45, 49, 73, 54, 58, 23, 9, 12, 18, 7, 4]","[41, 28, 40, 25, 46, 56, 71, 45, 52, 68, 10, 42, 16, 31, 48, 13, 38, 15, 33, 14, 58, 69, 54, 61, 51, 74, 57, 50, 3, 67, 47, 72, 26, 44, 55, 35, 24, 78, 77, 34]","[14, 24, 25, 26, 31, 33, 34, 35, 38, 40, 45, 46, 50, 51, 54, 58, 61, 67, 72, 77]"
43,"[35, 63, 56, 61, 45, 20, 66, 33, 48, 73, 52, 40, 25, 30, 58, 78, 65, 59, 5, 29, 62, 49, 72, 0, 4, 60, 18, 24, 9, 57, 36, 53, 32, 74, 27, 34, 54, 68, 38, 39]","[71, 13, 74, 29, 40, 16, 15, 52, 24, 77, 37, 56, 22, 41, 9, 65, 54, 7, 78, 44, 34, 61, 33, 12, 26, 70, 66, 35, 62, 72, 23, 21, 55, 28, 49, 43, 38, 17, 3, 68]","[9, 24, 29, 33, 34, 35, 38, 40, 49, 52, 54, 56, 61, 62, 65, 66, 68, 72, 74, 78]"
44,"[33, 44, 57, 60, 64, 18, 51, 8, 32, 56, 62, 3, 48, 5, 52, 61, 77, 55, 37, 22, 9, 27, 68, 11, 28, 74, 41, 71, 38, 4, 31, 15, 63, 13, 1, 70, 54, 76, 78, 7]","[60, 63, 27, 18, 51, 36, 62, 68, 21, 67, 64, 72, 50, 12, 24, 45, 37, 39, 33, 14, 49, 58, 1, 16, 69, 35, 7, 9, 46, 0, 48, 3, 66, 11, 31, 41, 77, 79, 54, 53]","[1, 3, 7, 9, 11, 18, 27, 31, 33, 37, 41, 48, 51, 54, 60, 62, 63, 64, 68, 77]"
